City,State,Station ID,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
FARMERVILLE,LA,USC00163079,44.7,48.7,56.4,64.4,72.1,78.6,82.2,81.7,75.5,65.4,54.9,46.3
FRANKLIN 3 NW,LA,USC00163313,52.3,55.6,61.4,67.6,74.9,79.9,81.5,81.5,77.7,69.4,61,54.3
FRANKLINTON 3 SW,LA,USC00163327,50.2,53.3,60.1,66.4,74.2,79.8,82,81.6,76.9,67.4,58.6,51.7
GALLIANO,LA,USC00163433,53.5,56.3,62.2,68.3,75.6,80.7,82.3,82.5,79,70.8,62.8,55.6
GRAND COTEAU,LA,USC00163800,51.6,54.7,61.1,67.7,75,80,81.9,82.1,77.5,68.8,60.4,53.3
HACKBERRY 8 SSW,LA,USC00163979,52,55.3,61.8,69,76.5,81.8,83.8,83.8,79.9,71.7,62.6,54.4
Hammond,LA,USC00164030,49.7,53.3,59.7,66.1,74,79.6,81.6,81.6,77.3,67.9,59.1,51.8
HODGES GARDENS,LA,USC00164288,47.1,50.8,58.2,66,73.7,80,82.6,82.4,76.9,67.4,58.1,49.2
HOMER 1N,LA,USC00164355,43.3,46.9,54.2,61.8,70.1,77.1,80.5,80.5,74,63.3,53.8,45.1
Houma,LA,USC00164407,53.4,56.9,62.9,68.8,76.4,81.1,82.8,82.6,79.1,70.7,62.7,55.7
JEANERETTE 5 NW,LA,USC00164674,51.9,55.1,61.4,68,75.5,80.6,82.2,82.2,78.1,69.5,61.2,54
JENA 4 WSW,LA,USC00164696,46.1,50,57.3,64.2,72.2,78.5,81.3,81,75.8,65.4,56.2,48.1
JENNINGS,LA,USC00164700,50.8,54.1,60.6,67.5,75.2,80.5,82.2,82.4,78.3,69.6,60.8,52.9
JONESVILLE LOCKS,LA,USC00164739,47.8,51.5,58,65.9,74.2,80.2,82.5,82.5,77.3,67.6,58.1,49.7
Lafayette,LA,USC00165021,50.7,54.1,60.7,67.3,74.8,80.1,81.7,81.8,77.5,68.8,60.4,52.8
LAKE ARTHUR 10 SW,LA,USC00165065,52.1,55.2,62.1,68.9,76.2,81.9,83.5,83.7,79.3,71,62.8,54.3
LAKE PROVIDENCE,LA,USC00165090,44,48.1,55.7,64.1,72.8,79.6,82.5,82.1,76.1,65.7,55.4,46.5
LARTO LAKE,LA,USC00165146,47.5,51.1,59.1,66.3,74,79.6,81.8,81.6,77.1,67.5,58.1,50.2
LEESVILLE,LA,USC00165266,47.7,51.5,58.7,65.3,73,78.8,81.3,81.2,75.8,66,57.1,49.4
LELAND BOWMAN LOCK,LA,USC00165296,51.1,54.6,61.1,67.5,75.4,80.7,82.2,82.3,78.4,70,61.4,53.4
LOGANSPORT 4 ENE,LA,USC00165527,46,49.5,56.7,64.4,72.2,78.7,81.8,81.3,75.7,65,55.3,47.1
LSU BEN-HUR FARM,LA,USC00165620,50.5,53.9,60.4,67,74.9,80.2,82.1,82,77.8,68.6,60,52.6
LSU CITRUS RSCH STN,LA,USC00165624,53.6,56.5,62.1,68.5,76.2,81.3,82.7,82.8,79.9,72,63.8,56.1
LSU DEAN LEE RSCH STN,LA,USC00165630,48.3,52.1,59.1,66.1,74.5,80.2,82.6,82.3,77,67.4,58.3,50.4
MANSFIELD,LA,USC00165874,45.6,50,56.8,63.3,71.7,78.2,81.8,81.5,75.5,65.4,56.1,47.2
MANY,LA,USC00165892,47,50.7,57.7,64.7,73,79.3,82.3,82.1,76.1,65.7,56.7,48.7
MARRERO 9 SSW,LA,USC00165926,51.9,55.7,61.8,67.8,75.2,80.5,81.8,81.8,78.1,69.3,61.3,54.2
MINDEN,LA,USC00166244,44.5,48.2,55.6,63.2,71.8,78.8,82.2,82,75.5,64.5,55,46.3
Monroe,LA,USC00166314,44.7,48.5,56.3,64.1,72.4,79.1,82.2,81.8,75.3,64.8,55.1,46.8
MOORINGSPORT 1 N,LA,USC00166364,45.4,48.6,56.6,64.4,72.5,79.6,83.1,82.7,76.1,65.3,55.6,46.8
MORGAN CITY,LA,USC00166394,52.5,55.7,61.3,68,75.3,80.3,82.2,82.2,79,71,62.3,54.8
MOSS BLUFF 2 NNW,LA,USC00166434,49.8,53.9,60.5,66.9,74.9,79.8,82.1,82.3,77.6,68.6,59.6,52.2
NATCHITOCHES,LA,USC00166582,47.8,51.6,58.6,66.3,74.7,81.2,84.2,84,77.8,67.5,57.9,49.7
NATCHITOCHES #2,LA,USC00166584,47.3,51.4,58.9,66.3,74.6,80.4,83.6,83.3,77.4,66.7,57.5,48.7
NEW IBERIA ACADIANA AP,LA,USC00166657,52.7,56,62.3,69.1,76.2,81.3,83,83,79,70.3,62.2,54.7
NEW ROADS 5 NE,LA,USC00166686,50.2,53.7,60.1,67.3,75,80.8,82.9,82.8,78.6,69,60.3,52.4
OBERLIN FIRE TWR,LA,USC00166938,49.8,53.4,60.4,67.2,74.5,79.8,81.9,82.1,77.4,68.3,59.6,51.8
OLLA,LA,USC00166978,46.2,49.9,57.4,64.5,72.4,78.9,81.7,81.7,76.3,65.5,56.5,48.4
PLAIN DEALING 4 W,LA,USC00167344,44.2,47.9,55.3,63.3,71.6,78.3,81.7,82.2,75.6,64.4,54.5,46.2
RAYVILLE,LA,USC00167691,45.6,49.9,57.3,65,73,79.6,82.4,82.7,76,66.3,56.5,48.7
RED RIVER RSCH STN,LA,USC00167738,45.7,49.6,56.8,64.8,73.4,80.1,83.1,82.8,76.4,65.9,56.3,47.5
RESERVE,LA,USC00167767,51.9,55.2,61.5,68,75.3,80.8,82.9,82.8,78.8,70,61.7,54.1
ROBSON,LA,USC00167924,44.6,48.9,56,63.9,72.8,79.4,82.7,82.4,76.1,65.9,55.9,47
ROCKEFELLER WL REFUGE,LA,USC00167932,51.1,54.2,60.6,67,74.7,79.9,81.7,81.8,78.1,69.8,61.6,53.3
ROSEPINE RSCH STN,LA,USC00168046,47.9,51.6,58.1,65.2,72.8,78.7,81.1,81.2,76.3,66.9,57.9,49.9
RUSTON LA TECH,LA,USC00168067,43.9,47.5,54.9,62.7,70.8,77.6,80.6,80.5,74.2,63.8,54.3,45.7
ST BERNARD,LA,USC00168108,52.7,55.7,61.7,68.4,76,80.8,82.4,82.3,78.5,70.3,61.7,54.4
ST JOSEPH 3 N,LA,USC00168163,46.7,50.4,58.1,65.8,74.3,80.4,82.7,82.3,76.9,66.9,57.8,49.3
ST MARTINVILLE 3 SW,LA,USC00168181,50.4,54.1,60.7,66.5,74.8,79.9,81.6,81.7,77.5,68.8,60.1,52.1
SHREVEPORT STHRN HILLS,LA,USC00168444,45.2,48.7,56.5,64,72.5,79.4,82.8,82.7,76.3,65.3,55.2,46.8
SHREVEPORT WFO,LA,USC00168448,45.9,49.8,57.4,64.5,72.9,79.5,83,83.1,76.9,66.1,55.9,47.6
SLIDELL,LA,USC00168539,50.7,53.9,60.5,67,74.9,80.2,82,81.9,78,69.1,60.4,52.9
SLIDELL AP,LA,USC00168543,50.7,53.7,59.9,66.5,74,79.7,81.7,81.6,77.6,68.3,59.6,52.9
TALLULAH,LA,USC00168923,45.5,49.7,57.3,64.9,73,79.4,82,81.8,76.1,65.9,56.4,47.8
TERRYTOWN 3S,LA,USC00168941,53.6,56.5,62.6,69.3,76.5,81.9,84.1,83.9,80.1,71.5,62.6,55.7
THIBODAUX 3 ESE,LA,USC00169013,52.5,55.8,61.8,68.2,75.5,80.2,82.1,81.9,78.2,69.7,62,54.8
TOLEDO BEND LAKE,LA,USC00169074,47.7,51.7,58.6,65.6,73.7,79.6,81.9,82.3,77.4,68.1,58.3,49.8
WINNFIELD 3 N,LA,USC00169803,46.1,50.1,57.9,64.9,72.7,78.9,81.8,81.7,76,65.9,55.7,47.8
WINNSBORO 2 SE,LA,USC00169804,45.7,49.4,57.3,65.2,73.6,80.1,82.9,82.5,76.4,66.4,56.7,48
WINNSBORO 5 SSE,LA,USC00169806,46.3,50,57.5,65.3,73.7,80,82.7,82.3,76.5,66.2,56.9,48.5
ACADIA NP,ME,USC00170100,22.6,26.1,33.2,44.2,54.7,64,69.2,68.7,61.2,50.3,40.5,29.3
ALLAGASH,ME,USC00170200,15.6,,,,,,,,,,,
BARNARD,ME,USC00170398,13.9,17.6,27.5,40.6,52.5,61.3,66.4,65,56.7,45,34.5,22.2
BELFAST,ME,USC00170480,19.4,22.7,30.7,41.7,52.2,61.2,66.4,65.4,58.2,47.4,37.6,26.2
BLANCHARD,ME,USC00170655,12.1,14.7,25,39.9,52.1,61.4,66.6,65.1,56.1,44.2,33.4,20.4
BRASSUA DAM,ME,USC00170814,10.5,13.3,22.8,36.9,49.5,59.8,64.8,63.3,55.4,43.3,32.2,19.1
BRIDGEWATER,ME,USC00170833,11.2,15,25.7,39.4,52,61.2,65.9,64.3,55.6,44.2,32.6,19
BRIDGTON 3 NW,ME,USC00170844,16.4,20.1,29.6,41.8,53.6,62.1,67.1,65.4,57.4,45.9,36,23.6
CLAYTON LAKE,ME,USC00171472,15.7,,,,,,,,,,,
CORINNA,ME,USC00171628,13.8,17.4,28,41.7,53.6,62.6,67.7,66,57.5,45.6,35.1,22.2
DANFORTH,ME,USC00171833,13,16.1,26.7,40.6,52.1,61.7,66.5,65.4,56.4,44.8,34.3,21.1
DOVER-FOXCROFT WWTP,ME,USC00171975,13.4,17.4,26.7,39.5,52,61.4,66.6,65.1,56.4,44.8,34,21.3
DURHAM,ME,USC00172048,17.1,21.3,30.5,42.2,52.6,62.2,67.2,65.7,57.8,46.1,36.5,24.7
EAST HIRAM,ME,USC00172238,16.4,19.7,29.2,41.9,53.1,62.1,67.1,65.4,57.2,45.4,35.4,23.3
EASTPORT,ME,USC00172426,21.7,24.3,31.4,41.6,50.6,58.4,64,64.1,57.8,48.2,39.3,28.2
ELLSWORTH,ME,USC00172620,20.5,24,31.7,42.7,53.4,62.6,68,67.3,58.8,48.5,38.4,26.4
ELLSWORTH 3SSW,ME,USC00172623,18.5,21.4,31,42,52.8,62.2,67.7,66.2,58.3,47.1,37.5,25.9
EUSTIS,ME,USC00172700,11.1,14.2,23.4,37.1,48.9,58.9,63.5,61.6,53.4,41.8,31,18.4
FARMINGTON,ME,USC00172765,14.9,18.6,28.4,41.6,52.9,62.1,66.9,65.3,56.8,45.4,35,22.9
FT KENT,ME,USC00172878,15.8,,,,,,,,,,,
GARDINER,ME,USC00173046,17.8,21.2,30.7,43.1,54.1,63.4,68.8,67.7,59.5,47.7,37.6,25.6
GRAND LAKE STREAM,ME,USC00173261,16.7,20,29.3,41.7,53.5,62.7,68.3,67.2,58.7,47.2,37.3,24.8
GRAY,ME,USC00173295,21,24.7,32.9,44.3,54.9,64.1,69.4,68.6,60.4,49.1,38.5,27.3
GREENVILLE,ME,USC00173353,12.8,15.8,26.2,39.1,51.6,61,66,64.8,56.3,44,32.7,20.1
GUILFORD,ME,USC00173417,13.7,17.4,26.6,39.8,51.8,61.9,66.6,64.7,56.9,44.6,34.6,21.4
HARTFORD,ME,USC00173570,15.7,18.7,27.6,40.6,51.7,60.5,65.5,63.6,55.7,44.3,34.2,22.7
HOLLIS,ME,USC00173862,17.8,21.4,30.3,41.9,53.3,62.9,68.2,66.2,57.9,46,36.4,24.9
HOULTON 5N,ME,USC00173944,12.8,16.6,26.8,40.4,52.9,62.1,66.7,65,56.5,44.9,33.5,20.4
JACKMAN,ME,USC00174086,10.6,13.8,23.2,37.3,49.8,60,64.5,63.1,54.9,42.7,31.9,18.6
JONESBORO,ME,USC00174183,18.5,21.9,29.9,41.1,51.1,59.6,65.2,64.8,57.7,46.9,37.7,25.9
KENNEBUNKPORT,ME,USC00174193,21.7,24.5,32.1,42.1,51.7,61,66.7,65.3,58.3,47.2,38.6,28.4
Lewiston,ME,USC00174566,17.7,20.7,30.4,42.9,54.8,64.4,69.9,68.5,60.1,47.6,36.6,25.3
LINCOLN SAN DIST WTP,ME,USC00174683,13.8,17.4,28.1,41.7,54.1,63.4,68.6,66.6,57.7,45.8,35.3,22.1
LONG FALLS DAM,ME,USC00174781,11.3,14.5,23.2,36.7,49,58.9,63.7,62.1,54.1,42.4,31.4,19
MADISON,ME,USC00174927,15.3,18.4,28.4,41.7,53.3,62.8,68.1,66.2,58,46.3,35.6,23.3
MIDDLE DAM,ME,USC00175261,12.2,15.1,24.4,37.8,50.2,60.3,64.7,63.3,55.5,43.2,32.5,19.9
MILLINOCKET,ME,USC00175304,13.1,16.4,26.3,40.1,52.4,62.3,67.7,66,57.3,45.1,34.3,21.3
MILO,ME,USC00175347,15.4,18.9,28.3,41.9,53.4,62.8,67.7,66.1,58.1,46,36,23.1
NEWCASTLE,ME,USC00175675,21.3,24.9,32.7,43.9,54.3,63,68.3,67.2,59.4,48.5,38.7,27.7
ORONO,ME,USC00176430,19.9,24.2,32.4,44.5,55.9,64.5,70,68.8,59.8,48,38.1,26.4
PATTEN 2,ME,USC00176594,11.7,15.6,25.4,39,51,60.4,65.5,63.8,55.4,43.5,32.6,20
PITTSTON FARM,ME,USC00176721,17.8,,,,,,,,,,,
POLAND,ME,USC00176856,19.4,22.5,30.3,43.3,53.9,63,68.7,67.3,59.4,47.4,36.9,26.2
PORTAGE,ME,USC00176875,11.3,13.9,23.8,38.8,51.6,61.2,66.6,64.7,55.8,43.6,32.4,19.6
PORT CLYDE,ME,USC00176881,25.1,27.4,33.5,42.2,50.7,58.6,64.2,64.2,58.7,49.6,40.9,31.7
PRESQUE ISLE,ME,USC00176937,11.9,15.9,25.9,40,52.9,62,66.7,65.2,56.9,44.9,32.7,19.6
RANGELEY,ME,USC00177037,10.6,13.4,22.7,37.1,49.4,59.4,64,62.5,54.7,42.7,31.7,18.6
RANGELEY 2 NW,ME,USC00177039,11.3,13.8,23.1,36.8,48.9,58.6,63.2,61.6,53.9,41.7,31,18
RIPOGENUS DAM,ME,USC00177174,10.5,13.3,23,37.2,50.3,60.1,65.6,64.3,56.1,44,32.4,19.2
ROBBINSTON,ME,USC00177238,18.6,21.3,30.2,41.1,51,59.9,65.3,65,57.4,46.8,37,25.4
RUMFORD 1 SSE,ME,USC00177325,16.2,19.2,29,42.5,54.4,63.4,68.1,66.7,58.8,46.6,35.5,23.4
SANFORD 2 NNW,ME,USC00177479,22.7,26.2,34.6,46.3,56.8,65.7,70.7,69.4,61.6,49.9,39.9,28.9
SEBEC LAKE,ME,USC00177654,12.5,16.5,26.4,39.8,52.3,61.9,66.8,64.9,56.6,44.6,34.3,22
SPRINGFIELD,ME,USC00178353,15,18.4,28,40.7,52.7,61.6,67.1,65.5,57.4,45.7,35.1,21.9
TOPSFIELD 2,ME,USC00178792,13.8,18.6,27.7,41.1,53.1,61.7,67.2,66.1,57.8,45.6,34.5,21.9
TURNER,ME,USC00178817,17.9,20.9,30,43.2,54.3,63.3,68.6,67.3,59.3,47.2,36.6,24.8
VAN BUREN 2,ME,USC00178965,15.7,,,,,,,,,,,
VANCEBORO NO 2,ME,USC00178974,14.7,17.5,27.7,40.6,52.6,62.1,67.5,66.5,57.7,45.9,35.2,22.1
WATERVILLE TRTMT PLT,ME,USC00179151,17.6,20.8,30.4,43,54.3,63.7,69.1,67.7,59.7,47.5,37,25
WESLEY,ME,USC00179294,16.9,20.4,29.3,40.3,52.2,61.2,66.2,65.8,56.9,46.6,36,24.4
WEST BUXTON 2 NNW,ME,USC00179314,18.5,21.7,31.3,43.4,54.4,63.7,68.9,67.5,59.2,47.1,36.8,25.7
WESTPORT ISLAND,ME,USC00179547,20.2,23.7,31.7,42.4,52.8,61.6,67,66.5,58.9,48.2,38.4,27.9
WEST ROCKPORT 1 NNW,ME,USC00179593,19.9,23.1,31,42.3,52.9,61.8,67.4,66.7,59.2,48,38.7,27.1
WOODLAND,ME,USC00179891,16.7,20,29.1,41.5,52.8,62.4,68,66.8,58.1,46.9,36.9,24.5
ANNAPOLIS POLICE BRKS,MD,USC00180193,36.8,39.6,47.4,57.9,66.8,76.1,80.4,79,72.2,60.4,50.2,40.6
ASSATEAGUE,MD,USC00180335,37.6,39.6,44.8,53.3,62.3,71.7,76.6,76.2,71.5,61.2,51.6,41.6
BELTSVILLE,MD,USC00180700,32.9,35.7,43.7,53.7,63.4,72.9,77.3,75.8,68.4,56.4,46.8,36.9
BENSON POLICE BARRACKS,MD,USC00180732,34.8,37.3,45.2,56.2,65.5,74.1,78.8,77,69.4,58.7,48.3,38.3
CAMBRIDGE WATER TRMT P,MD,USC00181385,37.1,40,47.3,57.5,65.8,75,79.3,77.3,71.1,60.1,50.7,41
CATOCTIN MTN PARK,MD,USC00181530,30,32.8,41,52.6,61.5,69.4,73,71.6,64.8,54.7,44.4,33.7
CHESTERTOWN,MD,USC00181750,33,35.8,43.7,54.2,63.8,73,77.4,75.7,68.5,56.9,46.9,36.9
CLARKSVILLE 3 NNE,MD,USC00181862,32.9,35.4,43,53.4,62.7,71.7,75.8,73.8,66.9,54.9,45.6,35.8
COLLEGE PARK,MD,USC00181995,34.8,37.9,45.2,55.8,65.3,74.4,79,77.2,70,58.1,48.3,38.5
CONOWINGO DAM,MD,USC00182060,31.9,34.7,42.8,53.5,63.8,73.7,78.2,76.5,69,56.9,46.2,36.6
Cumberland,MD,USC00182282,31.9,34.8,43.7,54.5,63.8,72.6,76.8,75.4,67.4,56,45.4,35.6
CYLBURN,MD,USC00182308,32.6,35.7,42.8,53.3,62.1,70.1,74.3,72.9,65.6,55.5,45.7,35.8
DALECARLIA RSVR,MD,USC00182325,34.2,37.8,45.5,56.2,65.1,74.1,78.3,76.8,69.7,57.8,47.6,37.6
DAMASCUS 2 SW,MD,USC00182335,32.4,35.6,43.5,54,62.3,71.1,75.3,74,67,55.8,46.4,36.3
DAMASCUS 3 SSW,MD,USC00182336,31.4,34.3,42.2,53.1,61.7,70.4,74.3,73,65.7,54.8,45.2,35.3
EMMITSBURG 2 SE,MD,USC00182906,30.2,32.4,40.9,51.1,60.7,69.8,74.5,72.7,65.1,54,43.9,34.3
FREDERICK POLICE BRKS,MD,USC00183348,33.9,37.4,45.1,56.2,65.3,74,78.4,76.5,69.4,57.7,47.5,37.6
FREDERICK 2 NNE,MD,USC00183353,31.5,34.2,41.7,52.7,62.5,72.1,76.4,74.9,67.1,55.8,45.2,35.3
FROSTBURG 2,MD,USC00183415,26,28.6,36.1,47.5,56.6,65.1,69,67.8,61,50,40.5,29.9
GLENN DALE BELL STN,MD,USC00183675,32.4,35.2,43.2,53.2,62.6,71.9,76.6,75,67.5,55.8,45.6,36.6
HANCOCK,MD,USC00184030,30.3,33.2,41.7,51.7,61.1,69.8,74.2,72.4,65,54,44.2,33.6
LA PLATA 1 W,MD,USC00185080,36.6,39.9,47,57.3,64.9,73,76.8,75.5,68.9,58.7,49.9,39.7
LAUREL 3 W,MD,USC00185111,33.6,36.3,44.6,55.1,65,73.8,78.6,77.1,69.4,58.1,47.8,37.8
MC HENRY 2 NW,MD,USC00185832,25,28.5,36.1,47.2,56.8,65.2,69,67.7,60.7,49.6,40.4,29.8
MECHANICSVILLE 5 NE,MD,USC00185865,34,36.9,44.6,54.6,62.5,71.3,75.5,73.7,66.5,55.6,47.1,37.3
MILLERS 4 NE,MD,USC00185934,30.1,33.2,40.9,51.7,60.8,69.4,73.4,72,64.9,54.2,44.4,34.2
MILLINGTON 1 SE,MD,USC00185985,33.5,36.9,44.4,54.6,63.9,72.5,77.2,75.6,68.6,57.8,47.4,37.9
NATL ARBORETUM DC,MD,USC00186350,35.5,38.4,46.2,56.4,65.9,75.1,79.6,78,70.3,58.5,48.8,39.2
OAKLAND 1 SE,MD,USC00186620,25.1,27.8,36.2,46.6,56.1,64.4,68.4,66.9,60,49.4,39.3,29.8
OWINGS FERRY LANDING,MD,USC00186770,34.8,38.2,45.9,55.7,64.3,72.7,76.9,75.3,69,57.9,48.2,38.1
OXON HILL,MD,USC00186800,35.1,37.9,45.4,56.5,65,74.4,78.3,76.9,69.7,57.9,48.4,38.6
PRINCESS ANNE,MD,USC00187330,36.2,38.5,45.7,54.9,63.6,72.1,76.9,74.4,67.9,57.8,49.1,39.4
ROCKVILLE 1 NE,MD,USC00187705,33.7,36.4,44.8,55.2,63.8,72.8,76.9,75.2,67.7,56.2,46.9,37.2
ROYAL OAK 2 SSW,MD,USC00187806,36.3,38.9,46.5,56.3,65.4,74.5,78.6,76.9,70.2,59.6,50,40.1
Salisbury,MD,USC00188000,37.9,40.2,47.5,56.9,65.4,74.3,78.6,76.8,70.6,59.9,50.9,41.4
SAVAGE RIVER DAM,MD,USC00188065,27.3,29.9,37.8,48.7,57.7,66.2,70.2,69.1,62,50.8,41.2,31.3
SHARPSBURG 5 S,MD,USC00188207,30.8,33.3,41.2,51.3,61.1,70.2,74.1,72.8,65.6,54.6,44.5,33.6
SMITHSBURG 2NW,MD,USC00188371,30,32.6,40.2,51.5,60.3,70.5,74.5,73.1,65.3,53.7,44,33.5
SNOW HILL 4 N,MD,USC00188380,37.3,39.5,46.4,55.8,64.7,73.6,77.4,75.7,69.8,59.1,50,40.7
SOLOMONS,MD,USC00188405,37.3,39.3,46.2,56.4,65.6,75.5,79.6,78.5,72,61.4,51.7,41.2
STEVENSVILLE 2SW,MD,USC00188557,34.3,36.8,43.9,54.7,63.3,73.7,76.9,76.2,69.6,59.3,49.2,39.2
UNIONVILLE,MD,USC00189030,31.2,34.2,42.4,52.8,61.8,70.6,74.7,73,66,54.6,44.9,34.8
UPPER MARLBORO 3 NNW,MD,USC00189070,33.5,36.2,44.2,54.3,63.5,72.7,77,75.1,67.8,56.4,47.1,37.4
VIENNA,MD,USC00189140,37.1,39.3,46.9,56.6,65.7,74.7,79.2,77.3,70.6,60,50.2,40.4
WESTMINSTER,MD,USC00189440,31.6,34.6,42.3,53.3,62.3,71.4,75.5,73.3,66.6,55.6,45.3,35.1
WILLIAMSPORT,MD,USC00189570,30.9,33.7,41.7,52.1,61.5,70.5,75.2,74.1,66.6,54.6,44.7,34.4
WOODSTOCK,MD,USC00189750,33.2,36.1,43.8,54.7,63.5,72.5,76.4,75,67.7,56.4,46.6,36.8
AMHERST,MA,USC00190120,23.1,26.5,34.8,46.4,56.9,66.1,70.7,69.2,61.3,49.5,39.5,28.9
ASHBURNHAM,MA,USC00190190,22.2,24.8,32.7,45.4,56,64.5,69.2,67.6,60.3,48.4,38.5,27.1
ASHBURNHAM NORTH,MA,USC00190192,20.6,23.7,31.5,43.6,54.2,63.5,67.9,66.3,58.5,47.2,37.7,26.4
ASHFIELD,MA,USC00190213,19.6,22,30.3,43.3,53.5,62.4,66.4,65,56.9,45.5,36.7,25.3
BARRE FALLS DAM,MA,USC00190408,21.5,24.5,32.2,43.4,53.8,62.8,67.5,66,58,46.7,37.6,27
BEDFORD,MA,USC00190535,25.4,28.6,36.4,47.2,57.3,66.1,71.4,70,61.9,50.5,41.2,30.9
BELCHERTOWN,MA,USC00190562,22.6,25.7,34.2,46,57.1,65.7,70.6,69.1,61.6,49.6,40,29.7
BEVERLY,MA,USC00190593,26.2,28,35.4,45,54.6,63.6,69.1,68.2,60.3,49.3,40.8,31.2
BIRCH HILL DAM,MA,USC00190666,20.7,23.5,31.4,43.9,54.9,63.9,68.9,67.1,58.5,46.4,37.3,26.6
BORDEN BROOK RSVR,MA,USC00190759,21.3,23.7,31.1,43.3,54.2,63.5,68.2,66,58.8,47.4,38.1,27.1
BRIDGEWATER,MA,USC00190840,26.6,29.9,36.3,46.1,56.6,65.9,71.4,69.5,61.7,51.2,42,32.7
BROCKTON,MA,USC00190860,27,29.6,36.7,46.3,56.2,65.5,71.1,69.9,61.9,50.8,42,32.1
BUFFUMVILLE LAKE,MA,USC00190998,22.8,25.9,34.2,45.5,56.4,65.4,70.4,69,60.9,49.2,40.1,28.7
CHATHAM,MA,USC00191386,30.9,31.7,36.7,45.1,53.6,62.6,68.8,68.7,63.6,53.9,45.6,36.5
CUMMINGTON HILL,MA,USC00191774,20.7,23.7,32,43.5,54.9,63.4,66.9,66,58.6,48.2,37.9,25.9
DALTON,MA,USC00191821,20.9,24.3,31.9,44.2,54.8,64.1,68.2,67.5,58.6,47.7,38.1,27.1
EAST BRIMFIELD LAKE,MA,USC00192107,23.8,26.6,34.6,46.3,56.8,65.7,70.5,68.9,61.4,49.5,40.6,29.8
EAST WAREHAM,MA,USC00192451,29,30.9,37,45.8,55.8,65.3,71.4,70.3,62.9,52.4,43.6,34.2
EDGARTOWN,MA,USC00192501,31.8,33.4,39,47.4,56.6,65.8,71.8,71.3,65.3,55.2,46.7,37.3
GREAT BARRINGTON 2N,MA,USC00193213,23.3,25.9,34.5,46.6,57.3,66.2,70.7,68.8,60.8,49.2,39.9,29.2
GREENFIELD NO 3,MA,USC00193229,22.2,25.4,33.8,46.2,56.2,65.4,69.3,68.1,60.2,48.8,39.3,28
GROVELAND,MA,USC00193276,24.6,27.6,35.1,46.2,56.1,65.6,70.9,69.3,61.1,49.6,40.3,30.4
HAVERHILL,MA,USC00193505,24.1,26.8,34.8,45.7,55.9,65.3,71.2,69.7,61.7,49.9,40.2,29.9
HINGHAM,MA,USC00193624,28.8,31.5,38,47.8,57.5,66.8,72.2,70.6,63.2,52.7,43.9,34.1
HYANNIS,MA,USC00193821,30.2,31.7,37.3,46,55.1,64.8,70.8,70.2,63.4,53.1,45,35.7
JAMAICA PLAIN,MA,USC00193890,26.9,30.1,37.5,47.7,58.1,67.9,73.1,71.5,63.9,52.2,43,32.6
KNIGHTVILLE DAM,MA,USC00193985,21.7,24.4,32.6,44.8,55.2,63.5,68.5,66.8,59.1,47.6,38.1,27.3
LANESBORO,MA,USC00194075,19.9,22.3,31.1,44,54.7,62.8,66.9,65.8,58.6,47,37.4,25.7
LAWRENCE,MA,USC00194105,26,29.2,37.2,48.1,58.3,67.6,72.9,71.9,63.9,52.2,42.5,32.1
LENOX DALE,MA,USC00194131,21.2,24.5,32.6,44.2,55.1,64.3,68.9,67.9,59.3,47.3,37.2,26.5
LOWELL,MA,USC00194313,23.6,27.1,34.6,46.4,57.1,66.5,72.1,70.5,62.2,50,40.4,30
MARBLEHEAD,MA,USC00194502,27.9,30.8,36.8,46.5,56.3,65.8,71.3,70.3,63.3,52.7,43.6,33.4
MAYNARD 2,MA,USC00194580,24.8,28.1,36.1,47.6,58,67.1,72.3,70.9,62.5,50.5,41,30.5
MIDDLEBORO,MA,USC00194711,28.8,29.5,37.3,47.1,56.6,65.9,71.3,69.9,61.9,50.7,42.1,33.6
MIDDLETON,MA,USC00194744,27.9,30.8,37.6,48.2,58.5,67.7,72.9,71.7,64.5,53.5,44.1,33.9
NATICK,MA,USC00195175,25.2,28.5,35.9,46.5,56.8,66.1,71.3,69.7,61.6,50,41,30.6
NEW BEDFORD,MA,USC00195246,29.5,31.3,38.2,47.9,57.8,67.9,74.2,73.1,66,54.8,45.1,34.9
NORTON WEST,MA,USC00195984,26.5,28.9,36.8,46.8,56.9,66,71.8,69.9,61.8,50.6,42,31.8
PEABODY,MA,USC00196245,25.6,28.8,35.3,45.6,55.8,65.7,70.4,69.4,62,50.1,40.7,31
PLYMOUTH-KINGSTON,MA,USC00196486,28.6,31.1,37.1,46.4,56,65.8,71.6,70.2,63.1,52.6,43.9,33.9
READING,MA,USC00196783,26,29.1,36.5,47.1,57.1,66.2,71.7,70.2,62.1,50.9,41.8,31.5
ROCHESTER,MA,USC00196938,28.5,31.3,37.8,47.4,57,66.4,72,70.8,63.6,52.9,44.4,34.1
SAVOY,MA,USC00197230,18.9,21.2,29.2,41.7,52.9,62.2,66.7,65,57.8,45.9,36.2,25.3
SOUTHBRIDGE 3 SW,MA,USC00197627,24.5,26.7,34.9,45.9,56.5,65.4,70,68.3,60.6,48.5,39.9,29.8
TAUNTON,MA,USC00198367,27.8,30.6,38.1,48.1,58.1,67.2,72.5,71.5,63.7,52.2,43.4,33.2
